"Date","Entry (tags)","Expense amount","Income amount","Currency","Amount in main currency","Main currency","Description"
"2014-07-03","diverse","0,50","","RON","0,50","RON","xerox buletine"
"2014-07-03","mancare","3,00","","RON","3,00","RON","covridog"
"2014-07-02","mancare","36,35","","RON","36,35","RON","lapte, branza, salam cu sunca"
"2014-07-02","comisioane bancare","3,51","","RON","3,51","RON","transfer bani lui mami"
"2014-07-02","diverse","5,00","","RON","5,00","RON","visine pt judetean"
"2014-07-02","mancare","5,00","","RON","5,00","RON","visine"
"2014-07-02","transport","4,00","","RON","4,00","RON","2 bilete RATT"
"2014-07-01","regularizari","12,00","","RON","12,00","RON","??? - ca sa iasa"
"2014-07-01","diverse","5,00","","RON","5,00","RON","MSFT billing"
"2014-07-01","mancare","52,20","","RON","52,20","RON","manacre de la kauffland"
"2014-07-01","igiena","1,30","","RON","1,30","RON","servetele masa"
"2014-07-01","telefon","38,06","","RON","38,06","RON","orange"
"2014-07-01","facturi","144,00","","RON","144,00","RON","intretinere luna mai"
"2014-06-30","comisioane bancare","3,00","","RON","3,00","RON","homebankingul"
"2014-06-30","mancare","11,25","","RON","11,25","RON","sergu la lucru"
"2014-06-30","in oras","39,00","","RON","39,00","RON","cina la casa cu flori dupa teatru"
"2014-06-30","transport","4,00","","RON","4,00","RON","2 bilete ratt"
"2014-06-30","mancare","2,00","","RON","2,00","RON","placinta cu cartofi la scoala"
"2014-06-30","cadouri","9,50","","RON","9,50","RON","borcan pt zahar anina"
"2014-06-28","iesiri","34,00","","RON","34,00","RON","2 pastravi si un cola la pastravaria de la ochiul bei"
"2014-06-28","iesiri","10,00","","RON","10,00","RON","2 bilete intrare in cheile nerei"
"2014-06-28","iesiri","6,00","","RON","6,00","RON","2 sticle apa la anina"
"2014-06-27","iesiri","61,70","","RON","61,70","RON","necesare pentru iesirea Anina-ochiul bei (mancare + tot ce ne trebuie)"
"2014-06-26","dulciuri","10,00","","RON","10,00","RON","dulciuri pentru ""seviciu"" si pentru ""excursia la Anina :D"
"2014-06-26","mancare","6,50","","RON","6,50","RON","banane, rosii si castraveti"
"2014-06-26","mancare","15,14","","RON","15,14","RON","polonezi, paine si lapte"
"2014-06-26","transport","4,00","","RON","4,00","RON","2 bilete ratt"
"2014-06-26","mancare","1,40","","RON","1,40","RON","apa"
"2014-06-25","transport","2,00","","RON","2,00","RON","RATT"
"2014-06-25","mancare","3,50","","RON","3,50","RON","paste de rosii"
"2014-06-24","donatie","500,00","","RON","500,00","RON","10% voz si oscet"
"2014-06-24","mancare","2,30","","RON","2,30","RON","merdenea"
"2014-06-24","mancare","141,00","","RON","141,00","RON","shake herbal life"
"2014-06-23","transport","2,00","","RON","2,00","RON","bilet ratt"
"2014-06-23","dulciuri","19,00","","RON","19,00","RON","inghetata si napolitane pentru acasa de la Lidl"
"2014-06-23","mancare","12,37","","RON","12,37","RON","2 x lapte (unul l-am dat la Miri), smantana, iaurt de la Lidl"
"2014-06-23","casa","17,34","","RON","17,34","RON","baumax adezid gresie, balama, holzsuruburi (reparatie pat)"
"2014-06-23","dulciuri","6,00","","RON","6,00","RON","napolitane pentru serviciul de la Lid ... terminate in aceeasi zi :D"
"2014-06-22","igiena","8,35","","RON","8,35","RON","""tot ce ne trebuie"""
"2014-06-22","mancare","36,69","","RON","36,69","RON","kaufland"
"2014-06-22","donatie","10,00","","RON","10,00","RON","la vox"
"2014-06-22","intretinere / reparatii","10,00","","RON","10,00","RON","un fel de creion corector pentru masina"
"2014-06-21","regularizari","9,00","","RON","9,00","RON",""
"2014-06-21","haine","257,40","","RON","257,40","RON","textil house - cami si sergiu"
"2014-06-21","intretinere / reparatii","4,99","","RON","4,99","RON","solutie parbriz"
"2014-06-21","diverse","35,00","","RON","35,00","RON","argument pt dumnezeu"
"2014-06-21","sport","45,80","","RON","45,80","RON","aquashoes, tinta arc"
"2014-06-21","dulciuri","1,60","","RON","1,60","RON","pufuleti"
"2014-06-21","mancare","2,75","","RON","2,75","RON","apa"
"2014-06-21","mancare","15,00","","RON","15,00","RON","prospero: paine, branza"
"2014-06-21","intretinere / reparatii","10,00","","RON","10,00","RON","spalat"
"2014-06-20","sanatate","24,00","","RON","24,00","RON","xizal - sergiu"
"2014-06-20","in oras","20,00","","RON","20,00","RON","bilete teatru nopti albe"
"2014-06-20","transport","4,50","","RON","4,50","RON","bilete RATT"
"2014-06-20","facturi","70,35","","RON","70,35","RON","UPC"
"2014-06-19","mancare","9,00","","RON","9,00","RON","2 litri de lapte si un iaurt de la Lidl"
"2014-06-18","diverse","0,60","","RON","0,60","RON","printat CV"
"2014-06-17","incaltaminte/accesorii","45,00","","RON","45,00","RON","sandale joase -cadoul de la carmen"
"2014-06-17","diverse","150,00","","RON","150,00","RON","p.o iulia luna mai"
"2014-06-16","in oras","10,00","","RON","10,00","RON","pizza la intalnirea cu liderii de ucenicie OSCET"
"2014-06-16","diverse","24,00","","RON","24,00","RON","cercei verzi swarowski"
"2014-06-16","cadouri","15,00","","RON","15,00","RON","cercei pt Ioana"
"2014-06-15","mancare","86,73","","RON","86,73","RON","mancare de la Lidl, (atunci cand nu m-am grabit si tu te-ai asteptat sa vin mai repede ca era gata mancarea)"
"2014-06-15","dulciuri","18,68","","RON","18,68","RON","inghe si popcorn"
"2014-06-15","diverse","2,99","","RON","2,99","RON","sacosa de rafie de la K"
"2014-06-15","igiena","6,28","","RON","6,28","RON","servetele de bucatarie"
"2014-06-15","casa","25,57","","RON","25,57","RON","diverse ciff, domestos, muscolo ..."
"2014-06-15","dulciuri","1,00","","RON","1,00","RON","pufuleti"
"2014-06-15","mancare","5,00","","RON","5,00","RON","placinta cu dovleac, paine cu rosii - mic dejun inainte de bic"
"2014-06-15","diverse","8,00","","RON","8,00","RON","suc si saratele pt bic"
"2014-06-14","in oras","20,00","","RON","20,00","RON","sandwich la lucas"
"2014-06-14","economii","1.100,00","","RON","1.100,00","RON","salar cami (1780 - 150 lei iulia - 200 lei 10% din bursa) - 350 dat acasa pt zugravit"
"2014-06-14","economii","1.800,00","","RON","1.800,00","RON","bursa cami"
"2014-06-14","in oras","18,00","","RON","18,00","RON","shaorma"
"2014-06-13","motorina","201,54","","RON","201,54","RON","motorina"
"2014-06-13","dulciuri","4,00","","RON","4,00","RON","inchetata"
"2014-06-12","mancare","15,00","","RON","15,00","RON","paine, portocale, iaurt, grapefruit"
"2014-06-12","casa","12,00","","RON","12,00","RON","cutit portocaliu"
"2014-06-12","cadouri","50,00","","RON","50,00","RON","florin borcan"
"2014-06-12","diverse","8,00","","RON","8,00","RON","referate doctorat, 2, 3 legare"
"2014-06-12","igiena","15,77","","RON","15,77","RON","absorbante"
"2014-06-12","mancare","5,50","","RON","5,50","RON","covrigi la micul dejun"
"2014-06-12","mancare","27,00","","RON","27,00","RON","pranz la servici, viva cereale, banane de la Billa"
"2014-06-12","mancare","38,53","","RON","38,53","RON","lapte, iaurt, branza, cascaval, unt, mustar de la Lidl"
"2014-06-12","economii","1.000,00","","RON","1.000,00","RON","economii salar Sergiu"
"2014-06-12","donatie","125,00","","RON","125,00","RON","cumparaturi pecica (4*9,35) + 11 bonuri (11*9,35) la mami"
"2014-06-10","pierderi","1,30","","RON","1,30","RON","- maruntisuri, pusculita"
"2014-06-10","donatie","3,00","","RON","3,00","RON","completare la bonuri - la pecica"
"2014-06-10","in oras","20,00","","RON","20,00","RON","sandwich la Lucas"
"2014-06-10","mancare","11,60","","RON","11,60","RON","shaorma si apa la scoala"
"2014-06-08","donatie","8,00","","RON","8,00","RON","colecta la VOX"
"2014-06-08","cadouri","20,00","","RON","20,00","RON","flori pt iulia gherghel la botez"
"2014-06-07","in oras","18,00","","RON","18,00","RON","shaorma"
"2014-06-07","pierderi","8,00","","RON","8,00","RON","???"
"2014-06-07","diverse","20,00","","RON","20,00","RON","miri, pt ce????"
"2014-06-06","mancare","2,00","","RON","2,00","RON","2 covrigi"
"2014-06-06","motorina","100,00","","RON","100,00","RON","motorina evo diesel"
"2014-06-06","iesiri","21,00","","RON","21,00","RON","taxa intare la flonta pentru 3 persoane"
"2014-06-06","dulciuri","20,00","","RON","20,00","RON","inghetata, dulciuri, apa pentru iesirea de la Flonta"
"2014-06-06","mancare","2,00","","RON","2,00","RON","paine cu cartofi de la vaiova"
"2014-06-05","cadouri","230,50","","RON","230,50","RON","petrcere surpriza la Zanoni pentru Cami de ziua ei."
"2014-06-05","in oras","13,00","","RON","13,00","RON","pranz de ziua mea cu Ramona Sorhent"
"2014-06-05","haine","15,00","","RON","15,00","RON","rochita cu flori rosii care se asorteaza cu cerceii de la miri"
"2014-06-05","dulciuri","6,50","","RON","6,50","RON","ciocolata de ziua mea pt cursul de franceza"
"2014-06-05","facturi","214,50","","RON","214,50","RON","curent"
"2014-06-04","diverse","3,60","","RON","3,60","RON","taxe postale pentru trimiterea coletului spre Raluca"
"2014-06-03","cadouri","12,00","","RON","12,00","RON","2 ciocolati pentru nepoti, bagate in colet."
"2014-06-03","transport","4,00","","RON","4,00","RON","bilete ratt"
"2014-06-03","transport","43,00","","RON","43,00","RON","RATT"
"2014-06-02","diverse","20,00","","RON","20,00","RON","cercelusi de la daniela"
"2014-06-02","igiena","20,00","","RON","20,00","RON","tuns cami"
"2014-06-02","pierderi","3,00","","RON","3,00","RON","??? maruntisuri"
"2014-05-31","mancare","5,00","","RON","5,00","RON","lapte de la sancel"
"2014-05-31","comisioane bancare","3,00","","RON","3,00","RON","homebank"
"2014-05-30","intretinere / reparatii","37,90","","RON","37,90","RON","ulei masina"
"2014-05-30","dulciuri","16,66","","RON","16,66","RON","fanta, chipsuri si pofuleti pe drum spre sancel"
"2014-05-30","cadouri","10,00","","RON","10,00","RON","ciocolata pentru mama doina"
"2014-05-30","telefon","38,34","","RON","38,34","RON","orange"
"2014-05-29","haine","140,00","","RON","140,00","RON","sandale cami"
"2014-05-29","telefon","50,00","","RON","50,00","RON","vadoaone iunie, iulie"
"2014-05-29","mancare","5,00","","RON","5,00","RON","forneti la examen"
"2014-05-29","mancare","4,50","","RON","4,50","RON","paine"
"2014-05-28","dulciuri","4,29","","RON","4,29","RON","napolitane si gogoasa cu gem"
"2014-05-28","mancare","6,69","","RON","6,69","RON","unt, paine"
"2014-05-27","haine","35,00","","RON","35,00","RON","rochita de la second hand"
"2014-05-26","dulciuri","5,00","","RON","5,00","RON","ciocolata crema"
"2014-05-26","mancare","10,65","","RON","10,65","RON","lapte, paine, iaurt"
"2014-05-26","facturi","163,00","","RON","163,00","RON","intretinere luna aprilie"
"2014-05-24","mancare","77,39","","RON","77,39","RON","de la kaufland"
"2014-05-24","dulciuri","33,50","","RON","33,50","RON","inghetata, biscuiti pt bic, popcorn, caramele,"
"2014-05-24","igiena","14,69","","RON","14,69","RON","durex, betisoare,  pasta dinti"
"2014-05-24","diverse","15,00","","RON","15,00","RON","DVD-R 4,7 GB"
"2014-05-24","mancare","9,75","","RON","9,75","RON","orez si lamai"
"2014-05-24","casa","19,50","","RON","19,50","RON","spuma pentru reparatii baie"
"2014-05-24","mancare","3,50","","RON","3,50","RON","sana"
"2014-05-24","haine","15,00","","RON","15,00","RON","scurtat pantaloni si stramtat fusta"
"2014-05-23","dulciuri","6,50","","RON","6,50","RON","cola"
"2014-05-23","mancare","16,00","","RON","16,00","RON","crenvusti, mustar"
"2014-05-23","dulciuri","10,50","","RON","10,50","RON","prajitura de vineri seara"
"2014-05-22","dulciuri","9,50","","RON","9,50","RON","eugenii si popcorn"
"2014-05-22","mancare","11,34","","RON","11,34","RON","iahnie si ficatei, mere la sergiu la servici"
"2014-05-22","mancare","6,00","","RON","6,00","RON","lapte"
"2014-05-22","motorina","200,15","","RON","200,15","RON","prin oras"
"2014-05-22","mancare","19,00","","RON","19,00","RON","de la kauflland: fructe, rosii, ciuperci, ardei"
"2014-05-22","igiena","2,99","","RON","2,99","RON","servetele bebe"
"2014-05-22","dulciuri","3,20","","RON","3,20","RON","popcorn"
"2014-05-22","cadouri","5,50","","RON","5,50","RON","trandafiri pt d-na boboc"
"2014-05-22","donatie","24,38","","RON","24,38","RON","cumparaturi pt d-na Boboc"
"2014-05-21","mancare","3,30","","RON","3,30","RON","paine"
"2014-05-21","in oras","56,00","","RON","56,00","RON","KFC de ziua lui Miri"
"2014-05-21","cadouri","50,00","","RON","50,00","RON","cadou Miri"
"2014-05-20","facturi","67,00","","RON","67,00","RON","UPC"
"2014-05-19","diverse","12,00","","RON","12,00","RON","tranzistori"
"2014-05-19","dulciuri","3,00","","RON","3,00","RON","napolitane"
"2014-05-19","mancare","4,70","","RON","4,70","RON","iaurt si paine"
"2014-05-19","mancare","7,00","","RON","7,00","RON","apa la scoala, paine si 5 oua"
"2014-05-19","sanatate","489,00","","RON","489,00","RON","ochelari Cami"
"2014-05-18","in oras","30,00","","RON","30,00","RON","pizza de la cuibul cocorilor si limonada. intalnire cu clasa"
"2014-05-18","donatie","500,00","","RON","500,00","RON","10% la vox is oscet"
"2014-05-17","pierderi","2,00","","RON","2,00","RON","? maruntisuri"
"2014-05-17","mancare","13,80","","RON","13,80","RON","banane, zahar, paine"
"2014-05-17","donatie","6,40","","RON","6,40","RON","cartofi si mere lui Miri"
"2014-05-17","igiena","86,30","","RON","86,30","RON","detergent, balsam, h.igienica, lavete si bureti vase"
"2014-05-17","cadouri","91,00","","RON","91,00","RON","cercelusi pt iubita sotie"
"2014-05-17","in oras","7,00","","RON","7,00","RON","langosi si covrig din centru"
"2014-05-17","dulciuri","7,00","","RON","7,00","RON","ciocolata de casa de la Mall"
"2014-05-16","diverse","150,00","","RON","150,00","RON","Iulia plata cu ora asistenti - aprilie"
"2014-05-16","mancare","2,70","","RON","2,70","RON","backerolls - mancare de dimineata"
"2014-05-16","intretinere / reparatii","15,00","","RON","15,00","RON","spalat masina"
"2014-05-14","mancare","9,00","","RON","9,00","RON","lapte si iaurt de la lidl"
"2014-05-14","diverse","22,00","","RON","22,00","RON","stativ spider pentru camera de fotografiat"
"2014-05-14","dulciuri","6,00","","RON","6,00","RON","napolitane de la lidl"
"2014-05-14","pierderi","1,00","","RON","1,00","RON","?"
"2014-05-14","mancare","3,00","","RON","3,00","RON","covrigi la scoala"
"2014-05-14","economii","2.340,00","","RON","2.340,00","RON","economii salar Sergiu (1000 lei + 450 pt ca am luat luna trecuta)
1750 - salar Cami
 
am scos: 400 lei pt ochelari cami si 500 lei pt suporti biciclete"
"2014-05-13","igiena","35,00","","RON","35,00","RON","deodorant cami si sergiu, sapun, burete baie, saci ,always"
"2014-05-13","diverse","5,00","","RON","5,00","RON","spalare bicicleta"
"2014-05-13","in oras","14,50","","RON","14,50","RON","clatita si papanasi la mall cu negrulestii"
"2014-05-12","motorina","50,00","","RON","50,00","RON","in drum spre Pecica"
"2014-05-12","donatie","190,00","","RON","190,00","RON","fam SassȘ: 50 lei cash de drum lui tati si 140 lei bonuri la mami"
"2014-05-12","casa","83,50","","RON","83,50","RON","tevi, baie"
"2014-05-12","mancare","9,38","","RON","9,38","RON","lapte si smantana"
"2014-05-12","igiena","1,70","","RON","1,70","RON","always"
"2014-05-12","mancare","3,30","","RON","3,30","RON","apa si corn la scoala"
"2014-05-10","iesiri","58,00","","RON","58,00","RON","Anina cu bicicletele  - baieteasca"
"2014-05-10","dulciuri","13,00","","RON","13,00","RON","inghetata"
"2014-05-10","igiena","7,00","","RON","7,00","RON","fairy pt vase"
"2014-05-10","iesiri","15,00","","RON","15,00","RON","intalnire grupuri de ucenicie la Albina"
"2014-05-09","diverse","270,00","","RON","270,00","RON","curs franceza A2"
"2014-05-08","mancare","46,35","","RON","46,35","RON","spaghete, ciuperci, branza, fructe, unt, porumb, morcovi"
"2014-05-08","diverse","5,00","","RON","5,00","RON","reparat ochelari"
"2014-05-08","in oras","8,00","","RON","8,00","RON","shaorma cu miri"
"2014-05-07","mancare","6,20","","RON","6,20","RON","branzoaica si paine"
"2014-05-07","mancare","3,00","","RON","3,00","RON","paine"
"2014-05-06","dulciuri","12,00","","RON","12,00","RON","pt intalnirea cu fetele"
"2014-05-06","mancare","3,75","","RON","3,75","RON","ulei"
"2014-05-06","mancare","3,50","","RON","3,50","RON","sandwich la scoala"
"2014-05-06","cadouri","5,00","","RON","5,00","RON","flori pentru absolventa Lore :) - impreuna cu Daniela"
"2014-05-05","mancare","20,00","","RON","20,00","RON","banane, portocala, lapte, iuart"
"2014-05-05","cadouri","12,00","","RON","12,00","RON","flori pentru sotia mea"
"2014-05-05","mancare","4,00","","RON","4,00","RON","paine"
"2014-05-05","mancare","3,30","","RON","3,30","RON","apa si covrig la scoala"
"2014-05-05","facturi","228,00","","RON","228,00","RON","intretinere"
"2014-05-04","mancare","18,00","","RON","18,00","RON","schaorma la intoarcere din cheile carasului"
"2014-05-04","donatie","10,00","","RON","10,00","RON","la vox, colecta"
"2014-05-01","iesiri","56,40","","RON","56,40","RON","cu corturi in cheile carasului"
"2014-05-01","igiena","8,34","","RON","8,34","RON","durex"
"2014-05-01","motorina","115,00","","RON","115,00","RON","excursie cheile carasului (160 lei din care 45 lei Lari, Raluca si MIhai)"
"2014-05-01","iesiri","12,32","","RON","12,32","RON","pizza de la auchan"
"2014-04-30","comisioane bancare","3,00","","RON","3,00","RON","homebank"
"2014-04-30","donatie","100,00","","RON","100,00","RON","la oscet"
"2014-04-30","sport","89,80","","RON","89,80","RON","pelerina si pantaloni de ploaie de la Decatlon, pt Cami"
"2014-04-30","iesiri","100,00","","RON","100,00","RON","iesire 1 mai"
"2014-04-30","mancare","5,75","","RON","5,75","RON","smantana"
"2014-04-30","transport","53,00","","RON","53,00","RON","RATT"
"2014-04-30","facturi","39,00","","RON","39,00","RON","orange"
"2014-04-28","mancare","4,00","","RON","4,00","RON","paine"
"2014-04-28","mancare","2,50","","RON","2,50","RON","covridog"
"2014-04-27","mancare","16,00","","RON","16,00","RON","saorma"
"2014-04-26","iesiri","35,75","","RON","35,75","RON","cumparaturi pentru Retezat"
"2014-04-25","motorina","60,00","","RON","60,00","RON","dumul la Hateg (60 noi + 40 de la neli)"
"2014-04-25","transport","4,50","","RON","4,50","RON","bilete RATT"
"2014-04-25","diverse","0,39","","RON","0,39","RON","plasa d ela kauffland"
"2014-04-25","dulciuri","1,55","","RON","1,55","RON","bounty"
"2014-04-25","mancare","1,66","","RON","1,66","RON","paine"
"2014-04-25","igiena","2,99","","RON","2,99","RON","sapun"
"2014-04-25","cadouri","23,30","","RON","23,30","RON","ciocolata pt Hateg"
"2014-04-24","diverse","30,00","","RON","30,00","RON","gauri de cercei"
"2014-04-24","pierderi","12,00","","RON","12,00","RON","???"
"2014-04-23","intretinere / reparatii","1.549,00","","RON","1.549,00","RON","masina, curea de distribuite: 
1525 lei
bec 22 lei"
"2014-04-23","cadouri","10,00","","RON","10,00","RON","ciocolata pt tusi Mariana"
"2014-04-23","mancare","10,80","","RON","10,80","RON","paine , lapte, cereale"
"2014-04-22","mancare","93,46","","RON","93,46","RON","peste, oua, rosii, ridichi, telemea, iaurt, cascaval, ciolan, lapte, banane, portocale, smantana"
"2014-04-22","dulciuri","16,93","","RON","16,93","RON","croissant cu gem si placinta de dovleac"
"2014-04-22","igiena","28,54","","RON","28,54","RON","sampon si servetele bebe"
"2014-04-22","cadouri","30,00","","RON","30,00","RON","daria de ziua ei, make-up"
"2014-04-22","diverse","100,00","","RON","100,00","RON","Daria de la raluca, pentru cafeaua verde"
"2014-04-22","facturi","67,00","","RON","67,00","RON","UPC"
"2014-04-20","donatie","15,00","","RON","15,00","RON","colecta la pecica la biserica"
"2014-04-19","masina","19,99","","RON","19,99","RON","stergatoare parbriz"
"2014-04-19","donatie","144,00","","RON","144,00","RON","cumparaturi ppt paste la Pecica"
"2014-04-19","cadouri","25,00","","RON","25,00","RON","tricou biciclist Daria"
"2014-04-19","haine","5,00","","RON","5,00","RON","ciorapi negri licra"
"2014-04-19","motorina","200,06","","RON","200,06","RON","IN DRUM SPRE pECICA"
"2014-04-18","mancare","4,74","","RON","4,74","RON","paine si iaurt"
"2014-04-18","igiena","59,00","","RON","59,00","RON","trusa make-up"
"2014-04-18","igiena","5,05","","RON","5,05","RON","pasta de dinti"
"2014-04-18","igiena","15,26","","RON","15,26","RON","lac de unghii, creion verde de ochi"
"2014-04-18","haine","134,25","","RON","134,25","RON","pantofi negri cu toc"
"2014-04-18","transport","2,50","","RON","2,50","RON","bilet RATT"
"2014-04-18","mancare","4,00","","RON","4,00","RON","placinta cu cartofi"
"2014-04-18","haine","25,00","","RON","25,00","RON","de la second hand : camasuta, 2 curele (rosie si roz)"
"2014-04-17","intretinere / reparatii","10,00","","RON","10,00","RON","spalat masina la mall"
"2014-04-17","donatie","400,00","","RON","400,00","RON","Vox"
"2014-04-17","economii","700,00","","RON","700,00","RON","economii:
1000 lei Sergiu
200 lei - de luna trecuta
1500 lei - cami
-am scos din ei 1550 pt reparatia masinii
-am scos din ei 300 lei pt cursul de franceza
-150 lei pt iesirea Anina"
"2014-04-16","pierderi","153,00","","RON","153,00","RON","din banii penru garantia extinsa la laptop"
"2014-04-16","mancare","2,30","","RON","2,30","RON","cremvusti in foetaj, la scoala"
"2014-04-15","mancare","3,00","","RON","3,00","RON","5 oua pentru clatite de la colt"
"2014-04-15","transport","4,00","","RON","4,00","RON","2 bilete RATT"
"2014-04-15","profesional","200,00","","RON","200,00","RON","Iuliei Pinzaru -pentru plata cu ora asistenti"
"2014-04-14","dulciuri","10,00","","RON","10,00","RON","prajitura pentru sarbatorirea proiectului POSDRU"
"2014-04-14","profesional","356,96","","RON","356,96","RON","inscrierea la Congresul National de Farmacie"
"2014-04-13","iesiri","80,00","","RON","80,00","RON","intrare si calarit la cetate, paine, lapte, si raluca"
"2014-04-11","cadouri","80,79","","RON","80,79","RON","cadourile pentru Sancel"
"2014-04-11","dulciuri","4,77","","RON","4,77","RON","38 bounty"
"2014-04-11","mancare","38,79","","RON","38,79","RON","pizza de la kauffland,  salam, brocoli, ketchup"
"2014-04-11","mancare","2,00","","RON","2,00","RON","corn la scoala"
"2014-04-11","cadouri","5,00","","RON","5,00","RON","flori pt mama Doina"
"2014-04-11","mancare","7,38","","RON","7,38","RON","pizza de la kauffland"
"2014-04-11","motorina","201,60","","RON","201,60","RON","drumul la Sancel"
"2014-04-09","mancare","3,50","","RON","3,50","RON","apa si baghete"
"2014-04-09","diverse","5,00","","RON","5,00","RON","folii, dosare, CD"
"2014-04-09","diverse","5,00","","RON","5,00","RON","baterie 9V pentru multimetru"
"2014-04-09","donatie","10,00","","RON","10,00","RON","coroana pentru cimitir"
"2014-04-08","mancare","10,89","","RON","10,89","RON","piept de pui, lapte proaspat, franzela de la Lidl"
"2014-04-07","transport","4,00","","RON","4,00","RON","bilete RATT"
"2014-04-07","planificate","224,09","","RON","224,09","RON","curent"
"2014-04-06","mancare","7,00","","RON","7,00","RON","branza pentru mamaliga"
"2014-04-06","mancare","6,00","","RON","6,00","RON","lipie libaneza pentru cina"
"2014-04-05","cadouri","13,00","","RON","13,00","RON","tricou de uzura pentru tata"
"2014-04-05","electronice","25,00","","RON","25,00","RON","hub USB pentru Cami"
"2014-04-05","cadouri","89,00","","RON","89,00","RON","Mixer, restanta cadou de craciun, in loc de prajitor"
"2014-04-05","mancare","5,00","","RON","5,00","RON","apa la 5l de la Libtim"
"2014-04-05","dulciuri","6,00","","RON","6,00","RON","tiramisu pentru Cami de la Mall"
"2014-04-05","in oras","12,00","","RON","12,00","RON","pranz cu felix la Mall"
"2014-04-05","pierderi","3,00","","RON","3,00","RON","cumparaturi pt cristi iova"
"2014-04-05","haine","100,00","","RON","100,00","RON","diferenta balerini"
"2014-04-04","haine","7,00","","RON","7,00","RON","camasuta de la second hand"
"2014-04-04","mancare","9,05","","RON","9,05","RON","paine, iahnie, ficatei,"
"2014-04-04","dulciuri","4,94","","RON","4,94","RON","saratele pentru servici sergiu"
"2014-04-04","in oras","18,00","","RON","18,00","RON","la zanoni inghetata de vineri seara"
"2014-04-04","in oras","13,00","","RON","13,00","RON","cu grupul de ucenicie in complex"
"2014-04-03","sport","20,00","","RON","20,00","RON","sala de fitnes sergiu impreuna cu cami"
"2014-04-03","mancare","4,65","","RON","4,65","RON","iaurt si paine"
"2014-04-03","cadouri","7,99","","RON","7,99","RON","flori pentru iubita mea"
"2014-04-03","in oras","6,00","","RON","6,00","RON","prajitura cu Andra"
"2014-04-03","cadouri","25,00","","RON","25,00","RON","flori pentru ziua Dorinei"
"2014-04-02","mancare","18,38","","RON","18,38","RON","lamai, portocale,lapte, iaurt, paine"
"2014-04-01","in oras","17,00","","RON","17,00","RON","pranz la celentano"
"2014-03-31","comisioane bancare","3,00","","RON","3,00","RON","homebank"
"2014-03-31","mancare","28,65","","RON","28,65","RON","banane, ardei castraveti, ridichi, salata, lapte, pasta de rosii"
"2014-03-31","mancare","2,50","","RON","2,50","RON","apa la scoala"
"2014-03-31","telefon","38,64","","RON","38,64","RON","Orange"
"2014-03-31","facturi","253,00","","RON","253,00","RON","intretinere"
"2014-03-30","donatie","10,00","","RON","10,00","RON","colecta la VOX"
"2014-03-30","telefon","64,51","","RON","64,51","RON","vodafone ian, feb sergiu"
"2014-03-29","mancare","48,98","","RON","48,98","RON","branza, ceapa, fructe, soia, lapte, mezeluri, cascaval"
"2014-03-29","dulciuri","24,96","","RON","24,96","RON","ciocolata calda, popcorn, placinta bonito, bounti"
"2014-03-29","in oras","28,00","","RON","28,00","RON","pranz in zona Kappa"
"2014-03-29","haine","79,99","","RON","79,99","RON","geanta pentru Cami"
"2014-03-29","haine","30,00","","RON","30,00","RON","avans la balerini"
"2014-03-29","mancare","2,50","","RON","2,50","RON","sticluta de apa"
"2014-03-29","casa","27,57","","RON","27,57","RON","triplu stecher"
"2014-03-28","dulciuri","8,00","","RON","8,00","RON",""
"2014-03-28","mancare","3,90","","RON","3,90","RON","paine de la prospero"
"2014-03-28","mancare","6,74","","RON","6,74","RON","mancare pentru serviciu"
"2014-03-28","dulciuri","18,44","","RON","18,44","RON","Prajitura de vineri + oaspeti"
"2014-03-28","diverse","85,00","","RON","85,00","RON","pozele din primul an de casatorie"
"2014-03-27","haine","8,00","","RON","8,00","RON","ciorapi cami"
"2014-03-27","mancare","13,30","","RON","13,30","RON","Fructe si pentru vizita la Mircea X"
"2014-03-27","donatie","100,00","","RON","100,00","RON","la OSCET - pt mission week"
"2014-03-27","mancare","4,00","","RON","4,00","RON","3 croisante cu unt - 2 cami de pranz si unul pt miri"
"2014-03-27","mancare","8,73","","RON","8,73","RON","iaurt, conserva de peste si paine pentru serviciu de la Lidl"
"2014-03-26","mancare","24,19","","RON","24,19","RON","pulpe de pui si cascaval pentru intalnirea de maine de ucenicie"
"2014-03-26","in oras","16,00","","RON","16,00","RON","2 shaorme libaneze"
"2014-03-26","haine","227,67","","RON","227,67","RON","pantofi pentru Sergiu"
"2014-03-25","diverse","96,00","","RON","96,00","RON","dati Iuliei din salarul pe feb"
"2014-03-25","haine","40,00","","RON","40,00","RON","curatare jacheta de piele"
"2014-03-24","mancare","2,75","","RON","2,75","RON","5 oua"
"2014-03-24","mancare","12,55","","RON","12,55","RON",""
"2014-03-24","dulciuri","6,00","","RON","6,00","RON","napolitane Lidl"
"2014-03-22","diverse","5,00","","RON","5,00","RON","narcise pentru casuta noastra si zambile pentru Codruta"
"2014-03-22","mancare","27,55","","RON","27,55","RON","ciuperci, lapte, fructe"
"2014-03-22","dulciuri","12,92","","RON","12,92","RON","bounty + saleuri pentru intalnirea de fete"
"2014-03-21","mancare","4,00","","RON","4,00","RON","paine"
"2014-03-21","in oras","21,00","","RON","21,00","RON","inghetata de vineri seara (12) la  il gelato di bruno si placinta cu sunca (9)"
"2014-03-20","in oras","10,00","","RON","10,00","RON","sanwich de la Lucas"
